age,job,marital,education,default,balance,housing,loan,campaign,pdays,deposit,Date
49,blue-collar,married,secondary,no,0,no,yes,1,-1,yes,09-jul
29,admin.,divorced,tertiary,yes,0,no,yes,3,-1,yes,09-jul
39,services,divorced,secondary,no,687,yes,no,1,-1,yes,09-jul
38,management,married,tertiary,yes,327,yes,yes,5,-1,yes,09-jul
26,technician,married,secondary,no,-119,no,yes,5,-1,yes,09-jul
32,management,married,tertiary,no,794,yes,yes,1,-1,yes,09-jul
33,blue-collar,married,primary,no,-191,yes,yes,4,-1,yes,09-jul
31,management,single,tertiary,no,409,no,yes,5,-1,yes,09-jul
49,blue-collar,married,primary,no,3,no,yes,6,-1,yes,09-jul
27,unemployed,single,primary,no,9,no,yes,2,-1,yes,09-jul
30,blue-collar,single,secondary,no,155,yes,yes,3,-1,yes,09-jul
35,blue-collar,married,secondary,no,1330,no,no,1,-1,yes,10-jul
26,blue-collar,single,secondary,no,-29,yes,no,4,-1,yes,10-jul
45,entrepreneur,married,unknown,no,3133,yes,yes,1,-1,yes,10-jul
34,admin.,married,secondary,no,-33,yes,yes,1,-1,yes,10-jul
28,admin.,single,secondary,no,-170,no,yes,2,-1,yes,10-jul
25,blue-collar,single,secondary,no,1243,no,yes,7,-1,yes,10-jul
30,blue-collar,single,secondary,no,1598,yes,no,1,-1,yes,10-jul
30,services,married,secondary,no,5,no,yes,5,-1,yes,10-jul
47,services,married,secondary,no,367,yes,no,4,-1,yes,10-jul
57,admin.,divorced,secondary,no,658,no,no,1,-1,yes,10-jul
38,management,married,tertiary,no,1722,yes,no,1,-1,yes,10-jul
54,technician,married,secondary,no,-315,no,yes,1,-1,yes,10-jul
25,blue-collar,single,primary,no,2483,no,no,3,-1,yes,10-jul
30,blue-collar,married,secondary,no,0,yes,yes,1,-1,yes,10-jul
26,management,single,tertiary,no,45,no,no,3,-1,yes,10-jul
31,student,married,primary,no,46,yes,no,1,-1,yes,10-jul
29,blue-collar,single,secondary,no,482,no,yes,3,-1,yes,10-jul
49,blue-collar,married,secondary,no,3728,yes,no,2,-1,yes,11-jul
60,retired,divorced,secondary,no,1099,no,no,2,-1,yes,11-jul
60,management,married,tertiary,no,2222,yes,no,2,-1,yes,11-jul
29,management,single,tertiary,no,983,yes,no,2,-1,yes,11-jul
55,management,divorced,secondary,no,204,yes,no,2,-1,yes,11-jul
44,admin.,married,secondary,no,1074,yes,no,2,-1,yes,11-jul
47,technician,married,secondary,no,3466,yes,no,2,-1,yes,11-jul
35,admin.,married,secondary,no,-203,yes,no,2,-1,yes,11-jul
35,entrepreneur,married,secondary,no,2436,no,yes,3,-1,yes,14-jul
38,technician,married,secondary,no,976,yes,no,3,-1,yes,14-jul
34,entrepreneur,married,tertiary,no,146,yes,no,2,-1,yes,14-jul
50,technician,married,secondary,no,156,no,yes,3,-1,yes,14-jul
43,admin.,married,tertiary,no,189,yes,no,4,-1,yes,14-jul
44,admin.,divorced,secondary,no,163,yes,no,2,-1,yes,14-jul
51,services,divorced,secondary,no,242,no,yes,4,-1,yes,14-jul
31,technician,married,secondary,no,1173,yes,no,3,-1,yes,14-jul
39,technician,married,tertiary,no,0,yes,no,7,-1,yes,14-jul
59,management,married,tertiary,no,296,no,yes,3,-1,yes,15-jul
25,services,single,secondary,no,333,no,yes,2,-1,yes,15-jul
58,management,married,tertiary,no,3864,yes,no,4,-1,yes,15-jul
30,entrepreneur,married,primary,no,2686,yes,no,3,-1,yes,15-jul
34,blue-collar,single,primary,no,-109,yes,no,4,-1,yes,15-jul
51,services,divorced,secondary,no,65,no,yes,1,-1,yes,15-jul
60,retired,married,secondary,no,597,no,no,1,-1,yes,15-jul
51,entrepreneur,married,secondary,no,-799,no,yes,3,-1,yes,15-jul
37,management,divorced,tertiary,no,1775,no,no,5,-1,yes,15-jul
30,blue-collar,single,primary,no,0,no,no,3,-1,yes,15-jul
46,entrepreneur,divorced,secondary,no,-563,no,yes,4,-1,yes,15-jul
29,student,single,tertiary,no,5,no,no,5,-1,yes,15-jul
27,entrepreneur,married,tertiary,no,139,no,no,5,-1,yes,15-jul
28,management,single,tertiary,no,0,yes,no,5,-1,yes,16-jul
34,blue-collar,single,secondary,no,855,yes,no,1,-1,yes,16-jul
29,blue-collar,single,unknown,no,694,yes,yes,4,-1,yes,16-jul
27,management,single,tertiary,no,151,yes,no,1,-1,yes,16-jul
26,technician,single,secondary,no,354,no,no,1,-1,yes,16-jul
36,management,married,tertiary,no,673,yes,no,1,-1,yes,16-jul
44,blue-collar,married,primary,no,1265,yes,no,1,-1,yes,16-jul
39,blue-collar,married,tertiary,no,597,no,no,6,-1,yes,16-jul
30,technician,married,secondary,no,-393,yes,yes,1,-1,yes,16-jul
31,unemployed,divorced,tertiary,no,256,yes,no,2,-1,yes,16-jul
56,blue-collar,married,primary,no,0,yes,no,1,-1,yes,16-jul
29,blue-collar,married,secondary,no,2870,yes,no,1,-1,yes,16-jul
43,blue-collar,married,secondary,no,184,no,yes,11,-1,yes,16-jul
32,blue-collar,married,secondary,no,1905,yes,no,2,-1,yes,16-jul
30,admin.,single,secondary,no,-36,no,no,9,-1,yes,16-jul
40,blue-collar,married,secondary,no,-839,yes,yes,2,-1,yes,16-jul
42,services,married,secondary,no,3465,yes,yes,2,-1,yes,16-jul
27,student,married,secondary,no,119,yes,no,2,-1,yes,16-jul
35,management,married,tertiary,no,36,no,yes,5,-1,yes,16-jul
35,housemaid,married,primary,no,113,yes,no,2,-1,yes,17-jul
32,blue-collar,single,secondary,no,118,yes,no,1,-1,yes,17-jul
39,technician,married,secondary,no,251,yes,no,2,-1,yes,17-jul
31,blue-collar,divorced,secondary,no,-277,yes,no,2,-1,yes,17-jul
26,services,single,secondary,no,-189,no,yes,2,-1,yes,17-jul
42,management,married,tertiary,no,4,yes,no,1,-1,yes,17-jul
27,services,single,secondary,no,1820,yes,no,1,-1,yes,17-jul
33,self-employed,divorced,secondary,no,1904,yes,no,2,-1,yes,17-jul
51,blue-collar,married,primary,no,201,yes,no,2,-1,yes,17-jul
33,admin.,married,secondary,no,0,yes,no,7,-1,yes,17-jul
30,technician,single,tertiary,no,178,no,no,3,-1,yes,17-jul
52,housemaid,married,primary,no,3798,yes,no,1,-1,yes,17-jul
42,blue-collar,divorced,primary,no,301,yes,no,2,-1,yes,17-jul
31,management,divorced,tertiary,no,294,yes,no,5,-1,yes,17-jul
27,services,married,secondary,no,0,yes,no,5,-1,yes,17-jul
44,blue-collar,single,secondary,no,292,no,yes,4,-1,yes,17-jul
40,entrepreneur,divorced,secondary,no,2998,yes,no,3,-1,yes,18-jul
46,housemaid,divorced,primary,no,2084,yes,no,2,-1,yes,18-jul
32,services,divorced,secondary,no,454,yes,no,1,-1,yes,18-jul
56,technician,divorced,secondary,no,179,no,no,1,-1,yes,18-jul
33,blue-collar,married,secondary,no,661,yes,no,1,-1,yes,18-jul
33,blue-collar,married,secondary,no,89,yes,no,2,-1,yes,18-jul
32,self-employed,married,primary,no,102,yes,no,1,-1,yes,18-jul
41,blue-collar,divorced,primary,no,138,yes,no,3,-1,yes,18-jul
31,admin.,single,secondary,no,622,no,no,1,-1,yes,18-jul
30,admin.,divorced,secondary,no,10,yes,no,2,-1,yes,18-jul
34,admin.,divorced,secondary,no,-251,no,no,1,-1,yes,18-jul
43,entrepreneur,married,secondary,no,104,yes,no,3,-1,yes,18-jul
28,blue-collar,married,secondary,no,173,no,no,7,-1,yes,18-jul
32,admin.,divorced,secondary,no,-46,no,yes,4,-1,yes,18-jul
31,blue-collar,divorced,secondary,no,0,yes,yes,4,-1,yes,18-jul
35,entrepreneur,single,tertiary,no,145,yes,no,2,-1,yes,18-jul
31,management,married,tertiary,no,325,yes,no,2,-1,yes,18-jul
25,services,single,secondary,no,2311,no,yes,2,-1,yes,21-jul
56,retired,divorced,tertiary,no,158,no,yes,1,-1,yes,21-jul
47,technician,married,secondary,no,1981,yes,no,2,-1,yes,21-jul
39,management,married,tertiary,no,1423,yes,no,3,-1,yes,21-jul
51,management,married,tertiary,no,2455,yes,no,1,-1,yes,21-jul
54,technician,divorced,secondary,no,859,no,yes,1,-1,yes,21-jul
58,retired,married,unknown,no,9004,no,no,4,-1,yes,21-jul
42,unemployed,married,unknown,no,970,yes,no,10,-1,yes,21-jul
56,services,married,primary,no,486,no,yes,1,-1,yes,21-jul
55,housemaid,married,secondary,no,127,yes,no,8,-1,yes,21-jul
26,blue-collar,single,primary,no,409,yes,no,2,-1,yes,21-jul
40,admin.,single,secondary,no,664,no,no,2,-1,yes,21-jul
26,technician,single,secondary,no,223,no,yes,3,-1,yes,21-jul
35,management,single,tertiary,no,-324,no,yes,11,-1,yes,21-jul
34,services,single,secondary,no,-30,no,no,3,-1,yes,21-jul
41,management,single,tertiary,no,1253,no,no,5,-1,yes,21-jul
44,management,married,primary,no,4758,yes,no,6,-1,yes,22-jul
33,management,single,tertiary,no,30,yes,no,1,-1,yes,22-jul
36,management,divorced,tertiary,no,81,no,yes,1,-1,yes,22-jul
38,technician,married,secondary,no,0,yes,no,1,-1,yes,22-jul
35,technician,married,tertiary,no,328,yes,no,2,-1,yes,22-jul
41,technician,single,tertiary,no,145,no,no,2,-1,yes,22-jul
41,management,divorced,unknown,no,465,yes,no,1,-1,yes,22-jul
28,blue-collar,married,secondary,no,751,yes,no,5,-1,yes,22-jul
26,services,married,secondary,no,-379,yes,yes,7,-1,yes,22-jul
39,blue-collar,single,secondary,no,0,no,no,4,-1,yes,22-jul
25,admin.,married,unknown,no,349,yes,no,8,-1,yes,22-jul
37,admin.,married,secondary,no,1110,yes,no,11,-1,yes,22-jul
25,management,married,secondary,no,2228,yes,no,1,-1,yes,23-jul
46,management,divorced,tertiary,no,2166,yes,no,1,-1,yes,23-jul
25,blue-collar,single,secondary,no,-247,yes,no,1,-1,yes,23-jul
28,technician,single,tertiary,no,-123,no,yes,1,-1,yes,23-jul
33,services,divorced,secondary,no,44,no,yes,1,-1,yes,23-jul
32,management,single,secondary,no,131,yes,yes,2,-1,yes,23-jul
32,blue-collar,married,secondary,no,476,yes,no,9,-1,yes,23-jul
47,technician,single,secondary,no,1101,yes,no,3,-1,yes,23-jul
50,entrepreneur,married,tertiary,no,-168,yes,no,2,-1,yes,23-jul
27,technician,married,secondary,no,-392,yes,no,2,-1,yes,23-jul
45,admin.,married,secondary,no,524,yes,no,1,-1,yes,23-jul
51,admin.,single,secondary,no,895,no,no,2,-1,yes,23-jul
36,admin.,married,secondary,no,212,yes,yes,6,-1,yes,23-jul
51,self-employed,married,secondary,no,95,yes,no,4,-1,yes,23-jul
33,services,single,tertiary,no,395,yes,no,6,-1,yes,23-jul
59,technician,married,secondary,no,135,yes,yes,4,-1,yes,23-jul
38,entrepreneur,married,tertiary,no,0,no,no,2,-1,yes,23-jul
40,services,married,secondary,no,471,yes,no,4,-1,yes,24-jul
51,blue-collar,married,primary,no,603,yes,no,2,-1,yes,24-jul
41,entrepreneur,single,secondary,no,663,no,no,1,-1,yes,24-jul
38,entrepreneur,married,secondary,no,593,yes,yes,24,-1,yes,24-jul
31,management,married,tertiary,no,1224,yes,yes,2,-1,yes,24-jul
28,admin.,single,secondary,no,2,yes,no,1,-1,yes,24-jul
41,blue-collar,married,secondary,yes,720,no,yes,1,-1,yes,24-jul
33,management,divorced,tertiary,no,990,yes,no,2,-1,yes,24-jul
25,student,single,secondary,no,1747,yes,no,1,-1,yes,24-jul
45,admin.,divorced,secondary,no,59,yes,no,8,-1,yes,24-jul
31,blue-collar,married,primary,no,33,yes,no,2,-1,yes,24-jul
28,services,single,secondary,no,340,yes,no,2,-1,yes,24-jul
49,technician,divorced,secondary,no,305,no,no,2,-1,yes,24-jul
25,services,married,secondary,no,0,yes,no,9,-1,yes,24-jul
28,unemployed,single,tertiary,no,497,yes,no,6,-1,yes,24-jul
54,retired,married,secondary,no,1371,no,no,2,-1,yes,25-jul
28,technician,single,tertiary,no,1628,yes,no,2,-1,yes,25-jul
27,technician,single,tertiary,no,372,yes,yes,2,-1,yes,25-jul
49,blue-collar,single,primary,no,566,yes,no,2,-1,yes,25-jul
53,blue-collar,married,primary,no,343,yes,no,5,-1,yes,25-jul
26,technician,single,secondary,no,941,no,yes,1,-1,yes,25-jul
37,services,married,secondary,no,775,no,yes,1,-1,yes,25-jul
34,blue-collar,single,secondary,no,1759,no,yes,1,-1,yes,25-jul
51,retired,married,primary,no,1495,no,no,4,-1,yes,25-jul
39,housemaid,married,secondary,no,1444,no,no,8,-1,yes,25-jul
35,technician,single,tertiary,no,470,yes,no,13,-1,yes,25-jul
51,unemployed,married,primary,no,1162,yes,no,1,-1,yes,25-jul
30,management,single,tertiary,no,2,yes,yes,8,-1,yes,25-jul
42,blue-collar,single,primary,no,1628,yes,no,8,-1,yes,25-jul
54,management,married,secondary,no,1134,yes,no,3,-1,yes,25-jul
51,blue-collar,married,primary,no,0,yes,yes,3,-1,yes,25-jul
57,retired,divorced,primary,no,63,no,yes,17,-1,yes,25-jul
30,management,married,tertiary,no,1221,yes,no,4,-1,yes,25-jul
37,blue-collar,single,secondary,no,5024,no,yes,4,-1,yes,25-jul
39,technician,married,secondary,no,10685,yes,no,9,-1,yes,25-jul
35,technician,married,tertiary,no,1629,no,no,4,-1,yes,25-jul
48,management,married,secondary,no,268,yes,no,7,-1,yes,28-jul
31,management,married,tertiary,no,0,yes,yes,8,-1,yes,28-jul
35,self-employed,married,secondary,no,5613,yes,no,3,-1,yes,28-jul
48,housemaid,married,secondary,no,513,no,yes,3,-1,yes,28-jul
53,housemaid,married,primary,no,362,no,no,2,-1,yes,28-jul
27,technician,single,secondary,no,3933,no,no,3,-1,yes,28-jul
55,technician,married,secondary,no,3899,yes,no,4,-1,yes,28-jul
40,services,married,secondary,no,473,yes,no,3,-1,yes,28-jul
40,self-employed,single,tertiary,no,1616,no,no,7,-1,yes,28-jul
38,blue-collar,divorced,secondary,no,1817,yes,no,4,-1,yes,28-jul
54,retired,single,secondary,no,129,no,yes,2,-1,yes,28-jul
54,technician,married,secondary,no,1938,no,yes,3,-1,yes,28-jul
50,admin.,single,secondary,no,133,no,no,4,-1,yes,28-jul
48,management,divorced,tertiary,no,2263,no,no,2,-1,yes,29-jul
41,services,married,unknown,no,1538,no,no,2,-1,yes,29-jul
51,blue-collar,divorced,primary,no,5,no,no,2,-1,yes,29-jul
42,technician,single,tertiary,no,2625,no,no,2,-1,yes,29-jul
58,retired,divorced,secondary,no,1080,yes,no,2,-1,yes,29-jul
47,unemployed,married,secondary,no,312,no,no,1,-1,yes,29-jul
58,admin.,married,secondary,no,145,yes,no,13,-1,yes,29-jul
41,blue-collar,married,secondary,no,-190,no,yes,3,-1,yes,29-jul
50,admin.,married,secondary,no,2678,no,no,6,-1,yes,30-jul
46,housemaid,married,secondary,no,271,yes,no,29,-1,yes,30-jul
44,blue-collar,married,secondary,no,0,no,no,2,-1,yes,30-jul
36,services,married,secondary,no,0,no,no,2,-1,yes,30-jul
58,management,divorced,secondary,no,3161,no,no,2,-1,yes,30-jul
44,unemployed,single,primary,yes,-4,no,yes,2,-1,yes,30-jul
49,entrepreneur,divorced,unknown,yes,-701,yes,no,2,-1,yes,30-jul
55,management,married,tertiary,no,-375,no,no,2,-1,yes,30-jul
52,unemployed,married,primary,no,959,no,no,2,-1,yes,30-jul
60,retired,divorced,secondary,no,1091,no,no,5,-1,yes,30-jul
41,services,married,unknown,yes,-1,no,yes,4,-1,yes,30-jul
36,management,married,tertiary,no,96,no,no,4,-1,yes,30-jul
41,blue-collar,divorced,primary,no,0,no,no,2,-1,yes,30-jul
50,entrepreneur,married,tertiary,no,230,no,no,4,-1,yes,30-jul
44,housemaid,married,primary,no,-156,no,yes,2,-1,yes,30-jul
54,technician,married,secondary,no,114,no,no,3,-1,yes,30-jul
35,management,married,tertiary,no,-468,yes,no,8,-1,yes,30-jul
59,retired,divorced,secondary,no,679,no,no,4,-1,yes,30-jul
42,entrepreneur,married,unknown,no,206,yes,no,2,-1,yes,30-jul
27,management,single,tertiary,no,1,yes,no,4,-1,yes,30-jul
59,housemaid,divorced,primary,no,2518,no,no,3,-1,yes,30-jul
43,admin.,married,secondary,no,378,no,no,8,-1,yes,30-jul
39,technician,single,secondary,no,391,no,yes,4,-1,yes,30-jul
33,unemployed,married,secondary,no,-144,no,no,3,-1,yes,30-jul
36,self-employed,single,tertiary,no,1240,no,no,3,-1,yes,31-jul
35,blue-collar,divorced,primary,no,1792,yes,no,6,-1,yes,31-jul
50,blue-collar,married,unknown,no,2284,yes,no,17,-1,yes,31-jul
55,technician,married,secondary,no,264,yes,yes,5,-1,yes,31-jul
51,unemployed,divorced,tertiary,no,0,no,no,2,-1,yes,31-jul
48,entrepreneur,married,tertiary,yes,-392,no,no,4,-1,yes,31-jul
55,housemaid,divorced,primary,no,77,no,no,6,-1,yes,31-jul
30,services,married,secondary,no,48,yes,no,13,-1,yes,31-jul
53,blue-collar,married,primary,no,252,no,no,4,-1,yes,31-jul
40,blue-collar,married,secondary,no,1954,no,no,2,-1,yes,31-jul
44,technician,married,primary,no,755,no,yes,4,-1,yes,31-jul
49,management,divorced,tertiary,no,755,no,no,4,-1,yes,31-jul
40,admin.,married,secondary,no,341,no,no,5,-1,yes,31-jul
58,unemployed,married,primary,no,1183,no,no,5,-1,yes,31-jul
49,services,married,secondary,no,388,no,no,4,-1,yes,31-jul
38,technician,married,secondary,no,1919,no,no,1,-1,yes,04-aug
51,housemaid,divorced,tertiary,no,1613,no,no,1,-1,yes,04-aug
36,management,divorced,tertiary,no,0,no,no,1,-1,yes,04-aug
55,retired,married,secondary,no,0,no,no,1,-1,yes,04-aug
43,technician,married,tertiary,no,0,no,no,2,-1,yes,04-aug
60,management,divorced,secondary,no,0,no,no,3,-1,yes,05-aug
57,retired,married,secondary,no,466,no,no,2,-1,yes,05-aug
41,technician,married,tertiary,no,515,no,no,2,-1,yes,05-aug
50,technician,married,tertiary,no,2313,no,no,1,-1,yes,05-aug
53,blue-collar,married,secondary,no,-8,no,no,1,-1,yes,05-aug
59,retired,married,primary,no,1634,yes,yes,1,-1,yes,05-aug
59,housemaid,married,primary,no,100,no,no,1,-1,yes,05-aug
52,unknown,married,unknown,no,5361,no,no,3,-1,yes,05-aug
58,management,divorced,tertiary,no,1257,no,no,1,-1,yes,05-aug
59,retired,married,primary,no,3400,yes,no,3,-1,yes,05-aug
49,technician,single,secondary,no,1377,no,no,1,-1,yes,05-aug
33,management,divorced,tertiary,no,2885,no,no,2,-1,yes,05-aug
55,blue-collar,married,primary,no,512,no,no,2,-1,yes,05-aug
42,technician,married,tertiary,no,921,no,no,3,-1,yes,05-aug
52,services,married,secondary,no,1000,no,no,2,-1,yes,05-aug
38,technician,married,tertiary,no,202,no,no,2,-1,yes,05-aug
55,technician,married,tertiary,no,169,no,yes,2,-1,yes,05-aug
49,technician,married,tertiary,no,3726,no,no,2,-1,yes,05-aug
56,technician,divorced,secondary,no,146,yes,no,3,-1,yes,05-aug
46,technician,married,secondary,no,940,no,no,2,-1,yes,05-aug
57,retired,divorced,tertiary,no,734,no,no,4,-1,yes,06-aug
61,retired,married,secondary,no,77,no,no,4,-1,yes,06-aug
45,admin.,married,secondary,no,925,no,no,2,-1,yes,06-aug
39,management,married,tertiary,no,1836,no,no,3,-1,yes,06-aug
46,admin.,married,secondary,no,660,no,no,2,-1,yes,06-aug
43,management,single,tertiary,no,1304,no,no,2,-1,yes,06-aug
34,services,married,secondary,no,2956,no,no,2,-1,yes,06-aug
35,management,divorced,tertiary,no,146,no,no,2,-1,yes,06-aug
36,management,divorced,tertiary,yes,36,no,no,4,-1,yes,06-aug
45,management,divorced,tertiary,no,1,no,no,2,-1,yes,06-aug
47,technician,married,secondary,no,2480,no,no,2,-1,yes,06-aug
42,technician,married,tertiary,no,14282,yes,no,4,-1,yes,06-aug
40,management,single,tertiary,no,0,no,no,6,-1,yes,06-aug
40,technician,divorced,secondary,no,311,no,no,2,-1,yes,06-aug
32,technician,married,secondary,no,560,no,no,4,-1,yes,06-aug
33,technician,single,secondary,no,3059,no,yes,2,-1,yes,06-aug
32,self-employed,married,tertiary,no,1423,no,no,4,-1,yes,06-aug
46,blue-collar,married,primary,no,874,no,no,1,-1,yes,06-aug
50,admin.,married,secondary,no,706,yes,no,4,-1,yes,06-aug
51,blue-collar,married,primary,no,7098,no,no,7,-1,yes,06-aug
30,management,single,tertiary,no,5389,no,no,3,-1,yes,06-aug
39,technician,single,secondary,no,1104,no,no,2,-1,yes,07-aug
47,admin.,married,secondary,no,3070,no,no,4,-1,yes,07-aug
40,technician,divorced,secondary,no,0,no,no,2,-1,yes,07-aug
50,blue-collar,married,primary,no,4108,yes,no,2,-1,yes,07-aug
60,management,married,tertiary,no,0,no,no,3,-1,yes,07-aug
32,management,single,tertiary,no,4291,no,no,9,-1,yes,07-aug
57,technician,married,tertiary,no,6822,no,no,2,-1,yes,07-aug
41,self-employed,married,tertiary,no,231,no,no,2,-1,yes,07-aug
50,technician,married,secondary,no,3176,no,no,1,-1,yes,07-aug
46,technician,divorced,secondary,no,-824,yes,no,3,-1,yes,07-aug
31,management,married,tertiary,no,676,no,no,1,-1,yes,07-aug
36,technician,single,secondary,no,651,no,no,1,-1,yes,07-aug
45,technician,divorced,secondary,no,2657,no,no,3,-1,yes,07-aug
33,technician,divorced,secondary,no,801,no,no,5,-1,yes,07-aug
47,services,married,secondary,no,405,no,yes,2,-1,yes,08-aug
35,management,married,tertiary,no,82,no,no,4,-1,yes,08-aug
38,management,married,tertiary,no,179,no,no,4,-1,yes,08-aug
33,management,married,tertiary,no,1047,no,no,4,-1,yes,08-aug
44,technician,single,secondary,no,7138,no,no,2,-1,yes,08-aug
31,management,single,tertiary,no,165,no,yes,2,-1,yes,08-aug
31,management,single,tertiary,no,37,no,no,2,-1,yes,08-aug
49,services,married,secondary,no,823,no,no,4,-1,yes,08-aug
52,services,married,primary,no,1625,no,no,2,-1,yes,08-aug
31,technician,married,tertiary,no,120,no,no,1,-1,yes,08-aug
35,management,married,tertiary,no,2957,yes,yes,3,-1,yes,08-aug
31,management,single,tertiary,no,2,no,no,1,-1,yes,08-aug
36,technician,divorced,secondary,no,1,no,no,3,-1,yes,08-aug
39,management,married,tertiary,no,1795,no,no,7,-1,yes,08-aug
46,management,married,tertiary,no,4,no,no,4,-1,yes,08-aug
48,blue-collar,married,primary,no,476,no,no,3,-1,yes,11-aug
36,management,married,tertiary,no,9,no,no,4,-1,yes,11-aug
30,management,married,tertiary,no,131,yes,no,6,-1,yes,11-aug
33,management,single,tertiary,no,1120,no,no,2,-1,yes,11-aug
57,housemaid,married,primary,no,2785,no,no,4,-1,yes,11-aug
33,management,single,tertiary,no,0,no,no,7,-1,yes,11-aug
35,management,married,tertiary,no,43,no,no,4,-1,yes,11-aug
53,management,married,tertiary,no,0,no,no,2,-1,yes,11-aug
